19,0.1,0.150395747,0.150934141,0.145902165,0.149082696,0.14279185,0.132421032,0.117812691,0.154894798,0.143970863,0.15267112,0.143316433,0.138347868,0.147687384,0.151124657,0.139127213,0.145842756,0.146318134,0.142923128,0.144254143
6,1.1,,,,,,,,,,,,,0.14705951,0.141437889,0.147978433,0.135329184,0.146335105,0.140767338,0.141101361
6,2.2,,,,,,,,,,,,,0.145726531,0.137247182,0.146194218,0.136219214,0.141214624,0.137562513,0.13771356
19,3.1,0.142261436,0.143139192,0.135797862,0.14190223,0.132439405,0.131442524,0.10490803,0.139855993,0.139023645,0.142312975,0.136528129,0.135487536,0.141730408,0.136555487,0.137443704,0.134416211,0.144939226,0.136187442,0.133362615
6,4.1,,,,,,,,,,,,,0.135253026,0.134213284,0.136736523,0.130353469,0.139864469,0.131266572,0.128452405
6,5.1,,,,,,,,,,,,,0.136567488,0.130506844,0.136928349,0.126210485,0.134008896,0.123211527,0.125670858
19,6.2,0.135476602,0.133877047,0.130130305,0.128487045,0.123513012,0.121361481,0.099828847,0.133662232,0.129570914,0.131492722,0.1338843,0.122583815,0.135718981,0.122271246,0.127636573,0.13278513,0.130724123,0.127247581,0.125737886
6,7.2,,,,,,,,,,,,,0.133606509,0.120423333,0.12278658,0.12719955,0.130266343,0.127073819,0.121086702
6,8.2,,,,,,,,,,,,,0.12082878,0.121654345,0.131160771,0.125010507,0.126381028,0.118447262,0.117150131
19,9.2,0.123350786,0.124229289,0.119635606,0.123894745,0.119315713,0.110164747,0.075710112,0.11056383,0.114787123,0.118658754,0.11310874,0.114500957,0.123878532,0.11517373,0.121770856,0.121862613,0.120480756,0.114422575,0.117145423
18,10.2,0.120112397,0.110705152,0.105879565,0.113816784,0.108605443,0.101714737,,0.109714472,0.106765291,0.115330907,0.103720005,0.103674153,0.119596921,0.11227438,0.117179358,0.116801652,0.113733572,0.11081818,0.112736755
18,11.2,0.11154884,0.10947279,0.096014623,0.112765101,0.103570937,0.097414704,,0.101289658,0.097208408,0.111391913,0.100826606,0.09267479,0.115478685,0.10509808,0.107307903,0.111275892,0.111114177,0.106807814,0.103115262
19,12.2,0.103943885,0.098199104,0.094065991,0.103884469,0.095355439,0.087872644,0.094600239,0.085287584,0.079352797,0.090394241,0.084256213,0.072916741,0.112473528,0.100418641,0.100090189,0.100843229,0.100317059,0.093348713,0.096113877
19,13.3,0.09363712,0.085751811,0.081933026,0.091758926,0.08043929,0.072463601,0.072553249,0.054550904,0.046192385,0.0455151,0.047890167,0.024850411,0.108056467,0.094845671,0.090604831,0.087570215,0.085465437,0.074996292,0.080622544
19,14.2,0.078624306,0.067099633,0.065998996,0.064959279,0.048275454,0.038038344,0.029734802,0.024685655,0.019422908,0.027203388,0.027578424,-0.049336172,0.105514856,0.077771029,0.075005018,0.07660267,0.069366995,0.057183089,0.051043479
19,15.3,0.055894363,0.03297098,0.047716123,0.032360381,-0.018117872,0.015706161,-0.018438674,-0.059667827,-0.049865411,0.058408588,-0.043639444,-0.066889389,0.098447553,0.059256633,0.0529786,0.049920727,0.034535367,0.025029946,0.017571845
19,16.3,0.029451263,-0.013993724,-0.019564496,-0.045675182,-0.043548239,-0.055308322,-0.047464372,-0.079260181,-0.077839682,0.081470737,-0.081163139,-0.083504108,0.092509155,0.031298013,0.027741589,0.016258702,-0.008306176,-0.021024763,-0.040621513
19,17.3,-0.01952277,-0.057309255,-0.061291179,-0.056917651,-0.087113297,-0.097434726,-0.082270553,-0.086710864,-0.084288798,0.09883936,-0.103636229,-0.114801856,0.084543729,-0.015066861,-0.051852409,-0.010664369,-0.04393169,-0.059592991,-0.072510663
19,18.3,-0.056855244,-0.060195255,-0.072797085,-0.117988433,-0.102121044,-0.133116093,-0.099148933,-0.125202422,-0.090131585,0.133407254,-0.141162465,-0.128228572,0.07485178,-0.039596395,-0.065853652,-0.055865197,-0.050492856,-0.072838067,-0.082361807
19,19.3,-0.074094676,-0.093419657,-0.107123437,-0.124299133,-0.120993616,-0.136679591,-0.119978004,-0.129065012,-0.124502608,0.141280982,-0.130813853,-0.1509945,0.061635492,-0.074443658,-0.087965103,-0.077236244,-0.092801173,-0.097463752,-0.106010424
19,20.3,-0.087949403,-0.106739649,-0.114237436,-0.136748796,-0.129531343,-0.152095634,-0.132258924,-0.140543254,-0.148666442,0.155594642,-0.168436557,-0.160180942,0.047514901,-0.079768108,-0.09735406,-0.093316237,-0.103116549,-0.11597618,-0.112958515
19,21.3,-0.112575449,-0.113549397,-0.126205474,-0.146138745,-0.144736434,-0.158166263,-0.143932809,-0.148236237,-0.161521294,0.155759628,-0.18174956,-0.180790962,0.04223354,-0.065197378,-0.105899407,-0.110552,-0.122132991,-0.120833256,-0.134007695
17,22.3,-0.121185366,-0.130051433,-0.130999523,-0.154817342,-0.159443983,-0.166451478,-0.162426538,-0.166001267,,0.177038518,-0.184056551,-0.185104733,0.027241373,-0.101534443,-0.112580006,-0.119738728,-0.129007786,-0.132684645,-0.136930642
11,23.3,,-0.134175765,-0.152707366,-0.16717091,-0.167179708,-0.17535263,,,,,,,,-0.115351715,-0.121787254,-0.124813954,-0.12715104,-0.148432559,-0.139562801
9,24.4,,-0.143384141,-0.15787003,,,-0.178662775,,,,,,,,-0.119571592,-0.121689192,-0.132290485,-0.134374792,-0.148887883,-0.150924809
6,25.4,,,,,,,,,,,,,,-0.128426986,-0.12929554,-0.133205188,-0.14608181,-0.156164491,-0.155347381
6,24.4,,,,,,,,,,,,,,-0.128103662,-0.128173085,-0.140382804,-0.140913826,-0.152058751,-0.152140888
11,23.3,,-0.144952258,-0.159109954,-0.167465207,-0.171074362,-0.171846672,,,,,,,,-0.123398149,-0.127502427,-0.135838633,-0.141011174,-0.149909474,-0.149353507
11,22.3,,-0.137590764,-0.150649912,-0.161176818,-0.165882987,-0.174889179,,,,,,,,-0.121665458,-0.119287733,-0.133582307,-0.133477838,-0.147144607,-0.148311377
18,21.3,-0.119754596,-0.133604722,-0.152799464,-0.153021715,-0.15744601,-0.16448505,-0.165453261,-0.16342344,-0.158869719,0.177656318,-0.174790343,-0.180955188,,-0.117071617,-0.114349646,-0.125958287,-0.127375529,-0.139251037,-0.144148615
18,20.3,-0.119136477,-0.123850688,-0.141951436,-0.142501319,-0.153706945,-0.155214073,-0.153734564,-0.158847339,-0.147215372,0.177865876,-0.173465727,-0.175394971,,-0.109697046,-0.118027182,-0.121438351,-0.124380566,-0.129568853,-0.136381904
18,19.3,-0.116344687,-0.123461213,-0.139656409,-0.132858537,-0.13845921,-0.14385657,-0.141883566,-0.15039014,-0.146947466,0.16338582,-0.155491435,-0.165339469,,-0.096966019,-0.105442801,-0.115840891,-0.122282745,-0.126229674,-0.126753912
18,18.3,-0.110591737,-0.116441504,-0.119229818,-0.121389385,-0.12633683,-0.128828175,-0.131921918,-0.136144705,-0.142331045,0.148737727,-0.144036057,-0.157469685,,-0.085038902,-0.095506173,-0.105309343,-0.116847909,-0.12158958,-0.113193769
18,17.3,-0.097577844,-0.099371734,-0.116041668,-0.124741065,-0.12815795,-0.12891356,-0.123050216,-0.120837956,-0.135205538,0.144177443,-0.134487084,-0.149444481,,-0.062215142,-0.07693022,-0.084262963,-0.093995318,-0.109893091,-0.114857323
17,16.3,-0.067691477,-0.071327441,,-0.092517913,-0.110094576,-0.122755129,-0.115504797,-0.115749067,-0.123603058,0.123090695,-0.126351245,-0.142447915,,-0.031441855,-0.055291513,-0.063358883,-0.060369467,-0.085373246,-0.085654818
18,15.3,-0.028947164,-0.03475226,-0.064917564,0.058171431,-0.065708913,-0.084987424,-0.079305108,-0.079048643,-0.09338031,0.102690757,-0.096782946,-0.104780786,,0.010572974,-0.015915115,-0.028421617,-0.028275126,-0.043645614,-0.03696616
18,14.2,-0.014045016,0.019736642,-0.030351254,0.016772327,-0.034386882,-0.042990716,-0.076857538,-0.072953338,-0.064438041,0.064411544,-0.073046471,-0.088828789,,0.057728466,0.039347127,0.013894626,0.033695631,0.010398326,-0.018685297
18,13.3,0.042789285,0.030691717,0.02809717,0.05967756,0.029692492,0.025212301,-0.022447049,-0.055348767,-0.056344155,0.056789625,-0.057233786,-0.071254185,,0.076098508,0.069820481,0.049346854,0.058159019,0.048553156,0.03266652
17,12.2,0.077583051,0.057505488,,0.080136869,0.072271304,0.062519673,0.02843584,0.029508631,0.021223818,0.020413232,0.020652117,-0.028395054,,0.089694843,0.092480532,0.078502094,0.084723142,0.078675931,0.074508686
17,11.2,0.092645982,0.088774313,0.078340162,0.095738908,0.090879227,0.081777305,,0.06196139,0.063725024,0.061449896,0.062330103,0.050364359,,0.097775859,0.096513479,0.094325803,0.098495545,0.093717846,0.091213864
17,10.2,0.094747975,0.09977883,0.096195241,0.10480973,0.103854477,0.098925335,,0.085919594,0.083456224,0.082538071,0.068901702,0.082174091,,0.110600415,0.108749053,0.106559499,0.105913216,0.104896159,0.093279807
18,9.2,0.10580914,0.104644988,0.105559576,0.111861388,0.111599847,0.105233135,0.107546599,0.090949432,0.098021827,0.094979576,0.091907089,0.097344426,,0.115765979,0.112969828,0.112505617,0.115310876,0.109080498,0.102648118
6,8.2,,,,,,,,,,,,,,0.119224337,0.114790882,0.119329306,0.117355103,0.119686958,0.113790052
6,7.2,,,,,,,,,,,,,,0.125186606,0.119192003,0.126054706,0.120673762,0.119953066,0.112975071
18,6.2,0.126445436,0.124659376,0.121648648,0.123037195,0.117975062,0.115713124,0.121484916,0.111533862,0.110608239,0.125387082,0.119516825,0.117333557,,0.126893613,0.124334804,0.134627442,0.124114756,0.122183001,0.120764255
6,5.1,,,,,,,,,,,,,,0.132633397,0.130601528,0.134491838,0.131940351,0.12799264,0.127072512
6,4.1,,,,,,,,,,,,,,0.137168463,0.120416753,0.133869476,0.136741957,0.125896007,0.128472033
18,3.1,0.13809421,0.127127589,0.135663725,0.132644202,0.130405514,0.133940096,0.132913698,0.134542031,0.132097142,0.137291462,0.125160051,0.121113047,,0.140965515,0.127879958,0.142611058,0.142959067,0.13061024,0.126151698
6,2.2,,,,,,,,,,,,,,0.143039801,0.13257768,0.144113166,0.144434752,0.133452444,0.129272483
6,1.1,,,,,,,,,,,,,,0.143651688,0.134760706,0.149102941,0.146881687,0.14572381,0.138295209