15,0.1,0.152044475,0.148805234,0.16303722,0.154563372,0.153897496,0.15120983,0.139372779,0.150293973,0.152357125,0.155942812,0.152508237,0.148079309,0.153118998,0.150817084,0.15311811
15,3.1,0.146846157,0.147344608,0.149555706,0.146527481,0.140468355,0.147297447,0.138313469,0.143735258,0.138994694,0.145839103,0.145833912,0.144932671,0.144237661,0.147531502,0.143832863
15,5.1,0.14415489,0.139336754,0.143713757,0.144450926,0.134042803,0.135897424,0.133539114,0.141081228,0.139206667,0.141170075,0.136930537,0.140828521,0.142135543,0.143363396,0.138042927
15,7.2,0.137851847,0.137578641,0.13667561,0.136053465,0.137073325,0.13644403,0.132597227,0.133892053,0.136057145,0.138696836,0.131624672,0.13444495,0.13708307,0.130422232,0.134725786
15,9.2,0.132856293,0.133714156,0.133108991,0.132276438,0.13385773,0.134884483,0.127646094,0.133777149,0.128610242,0.132452851,0.127364045,0.132439404,0.12712738,0.129866202,0.130201841
15,11.2,0.127700502,0.126402841,0.128623252,0.126078473,0.13097099,0.122701862,0.124100566,0.125919783,0.122273454,0.131332116,0.125929564,0.128015125,0.126765704,0.129849946,0.128655222
15,13.3,0.124866305,0.12216347,0.121605536,0.12402245,0.130206225,0.118764794,0.117992527,0.127769523,0.116177108,0.123842836,0.116946606,0.119090806,0.118935042,0.12056357,0.121095936
15,15.3,0.117988629,0.116901113,0.114849886,0.116494206,0.108608319,0.113464571,0.112573954,0.119870842,0.108479887,0.118267077,0.109798736,0.111858257,0.116130849,0.115113258,0.113234805
15,17.3,0.109604581,0.108886531,0.106601392,0.110210337,0.101414164,0.105906355,0.108811154,0.100943313,0.099731693,0.113559018,0.103998325,0.102110633,0.106360024,0.10699065,0.105406955
15,19.3,0.09720715,0.093636527,0.090129322,0.097377024,0.091351472,0.092284845,0.101382262,0.092845197,0.081723287,0.107387374,0.091858966,0.090569577,0.09297771,0.092323374,0.093469699
15,21.3,0.08516769,0.093108593,0.0762079,0.082462358,0.072393115,0.076593393,0.09338815,0.077430184,0.069783399,0.100830498,0.081371347,0.073286633,0.074352197,0.078664961,0.075909241
15,23.3,0.071735967,0.063643071,0.059463094,0.063704976,0.059632158,0.059347012,0.083783014,0.060939537,0.046056538,0.09518875,0.068934048,0.061371583,0.068063043,0.062762623,0.049603578
14,25.4,0.054159378,0.047382555,0.041137759,0.04359342,0.044253417,0.037971956,,0.039234151,0.030211697,0.086091376,0.051090919,0.045952052,0.052500315,0.044310625,0.043420732
14,27.4,0.038899776,0.029058742,0.029561633,0.029991384,0.021483452,0.020773885,,0.028947505,0.02050424,0.071451312,0.03803567,0.034226042,0.033212799,0.027520939,0.02895156
13,29.4,0.026032727,0.019288098,0.007345658,0.028355466,0.01018528,0.008192756,,0.008943652,0.009646817,0.062112984,0.028246084,0.020853231,,0.022769333,0.021453678
14,31.5,0.016929532,0.055013506,0.005094644,0.00452476,0.007184926,-0.008267523,,-0.010557972,-0.016480916,0.046915546,0.021586885,-0.009948827,0.011783296,-0.012228127,-0.011390606
14,33.5,0.038867222,-0.039892555,-0.015792265,-0.009021555,-0.012958287,-0.017549102,,-0.018180059,-0.023094908,0.037320693,0.013048397,-0.009211527,-0.016062351,-0.015396838,-0.013563844
14,35.5,-0.045899343,-0.014323915,-0.024536619,-0.022153862,-0.020581137,-0.022682925,,-0.029739021,-0.030661205,0.01936491,0.005653307,-0.013131218,-0.020088419,-0.020017056,-0.023199759
14,37.1,-0.020358427,-0.023091939,-0.030221077,-0.027318079,-0.029302863,-0.027599302,,-0.035502124,-0.038383345,-0.007539006,-0.0192791,-0.02409391,-0.027338786,-0.031264697,-0.031051101
14,35.5,-0.01881453,-0.017728831,-0.023942721,-0.023410255,-0.024745385,-0.025503427,,-0.029406558,-0.033432031,0.00680832,0.015231828,-0.017876135,-0.021226446,-0.023557426,-0.025497677
13,33.5,-0.015180281,-0.015436327,-0.01697407,-0.019449756,-0.019559886,-0.021145419,,-0.027500044,,0.010201267,0.010450996,-0.012875015,-0.017139615,-0.016810305,-0.027908235
13,31.5,-0.051796713,-0.00758253,-0.009478287,-0.014048585,-0.01211678,-0.014287477,,-0.02028266,,0.01393212,0.008554019,-0.006732167,-0.013425872,-0.013084817,-0.014057387
13,29.4,0.048151921,0.007040364,-0.007142646,-0.005605201,-0.00902129,-0.010934963,,-0.018093557,,0.026985518,0.016894572,0.00873252,0.012953086,-0.009508112,-0.011903449
13,27.4,0.042310936,0.018707816,0.009887269,0.010295593,0.008150247,0.005291703,,0.006103838,,0.031997488,0.030634336,0.020060067,0.017244793,0.018310711,0.020608348
12,25.4,,0.029757537,0.023265151,0.024154895,0.021236133,0.019764923,,0.022039615,,0.041867802,0.036564914,0.028558804,0.031060712,0.026090988,0.031147526
13,23.3,0.039549486,0.042133831,0.038530899,0.038830639,0.039846071,0.033594796,,0.028853857,,0.052415819,0.046158905,0.041481442,0.045630324,0.043044846,0.038089656
14,21.3,0.056169954,0.059519875,0.059008814,0.06027832,0.058729729,0.052500238,0.065159777,0.043068316,,0.069164198,0.062316932,0.059203399,0.063570727,0.05871672,0.05392335
14,19.3,0.074611408,0.080040769,0.077800291,0.078742169,0.082835487,0.077531319,0.071895256,0.066428194,,0.083624259,0.080207118,0.076749972,0.080948581,0.083931569,0.071858024
14,17.3,0.095044089,0.095949227,0.0965249,0.099234802,0.096639821,0.094078671,0.085099863,0.082261207,,0.097638504,0.094753809,0.090925698,0.098026911,0.100732715,0.085102442
14,15.3,0.107470246,0.108170401,0.109439915,0.107582366,0.104116123,0.10826402,0.100334889,0.096848118,,0.105238071,0.103347015,0.100666663,0.106230698,0.111110033,0.104322808
14,13.3,0.116814007,0.118679779,0.12023691,0.116822515,0.115132104,0.117631068,0.10837963,0.105680612,,0.11482485,0.114452001,0.111857691,0.11905809,0.118590189,0.112048833
13,11.2,0.124013433,0.126968842,0.125948266,0.125426263,0.121378018,0.124886219,,0.108833965,,0.120349258,0.118901292,0.122163283,0.124583104,0.12176517,0.12142485
14,9.2,0.132409918,0.134091023,0.134072405,0.130103976,0.126244978,0.128229261,0.122617739,0.115304231,,0.126717656,0.128667978,0.125889736,0.121717315,0.13218283,0.126776256
14,7.2,0.136132155,0.139161413,0.132242885,0.131342783,0.13032277,0.134341292,0.135024242,0.127980548,,0.132195961,0.133137074,0.130887866,0.135006957,0.131724473,0.135267776
14,5.1,0.1399203,0.144371674,0.14447143,0.140519422,0.136975267,0.138517201,0.13579731,0.128899264,,0.137335543,0.13686221,0.141693904,0.132957693,0.139236959,0.137018654
14,3.1,0.144678159,0.149231869,0.150246346,0.1453975,0.140943885,0.140375044,0.143528229,0.137849546,,0.141830502,0.143167738,0.139909203,0.137027968,0.145256559,0.140937372