12,0.1,-10.85782882,-8.359102625,-9.304583175,-23.47579135,-14.8504178,-15.08571423,-10.85782882,-8.359102625,-9.304583175,-23.47579135,-14.8504178,-15.08571423
12,3.1,-21.87039395,-20.3048773,-22.0172077,-34.69442162,-26.25008915,-29.53499203,-21.4536182,-21.00287807,-20.58807445,-24.2081071,-20.4337228,-16.77683333
12,6.2,-36.6810527,-35.81213442,-36.57100812,-52.34704398,-43.86405785,-43.06065795,-39.05553503,-38.7080466,-37.8559133,-38.5509778,-34.88733928,-30.04077635
12,9.2,-54.63190418,-54.42255215,-55.1844936,-73.41503623,-63.34913493,-63.46790068,-59.3969526,-58.68860913,-58.21306405,-57.52470478,-53.93385958,-49.05977455
12,12.2,-78.40552045,-77.732982,-77.0249453,-97.79838972,-88.0578014,-89.03540567,-83.95556228,-83.50889788,-83.11105453,-85.35033673,-81.50903165,-76.25989228
12,15.3,-111.2308399,-112.1144834,-111.4402357,-130.308213,-122.1790699,-123.8574359,-119.3622619,-118.9754624,-118.9338725,-124.5347075,-121.985714,-115.4049082
12,16.3,-124.9464434,-124.8185182,-124.8153628,-143.7642848,-135.0589745,-137.7642917,-134.0519198,-133.4688282,-133.6316819,-140.8100854,-137.1315025,-131.9644912
12,17.3,-139.949713,-140.4700472,-140.2893567,-159.2047088,-150.5536976,-154.4603896,-150.5171476,-150.2639267,-150.5231954,-159.7010269,-155.7198763,-149.6827196
12,18.3,-156.1788993,-157.8962258,-157.2983651,-176.1108599,-169.0982902,-173.1376405,-169.8093508,-169.3768857,-169.4276351,-180.9002751,-176.2629765,-171.4446807
12,19.3,-174.7519343,-176.4269258,-176.3004031,-195.456442,-189.457939,-194.4252836,-191.1682096,-190.6445447,-190.7182145,-202.6121004,-198.6944083,-194.581695
12,20.3,-195.4975937,-198.0657825,-197.9243593,-217.7746739,-212.5428454,-219.1019578,-213.4628636,-213.7094669,-213.9418709,-227.4719631,-222.8268637,-217.4378787
12,21.3,-219.5140443,-222.4357256,-222.0022087,-240.8231617,-236.9536771,-244.167053,-237.2400297,-237.2526075,-237.2788586,-254.1775595,-248.7238451,-244.6308968
12,22.3,-242.5779147,-247.8207871,-246.8835456,-265.0575979,-264.4086373,-272.2295591,-261.7907071,-262.2802323,-261.7591969,-281.3458165,-277.7854735,-271.2417874
12,23.3,-272.0624106,-274.9841795,-275.1714437,-291.6549027,-303.6349924,-301.3009605,-287.7681949,-287.4538382,-287.4689578,-311.2461239,-305.3253226,-298.7153732
12,24.4,-301.5402888,-306.653001,-306.1913484,-322.1002179,-337.2898314,-331.9528229,-314.8488895,-314.2471285,-326.9264022,-341.803149,-335.8752042,-326.9672032
12,25.4,-334.0592715,-337.742193,-336.8251549,-356.6284891,-371.6162009,-366.0851791,-343.8781313,-343.6973093,-342.7262788,-373.1937694,-370.6444253,-358.649742
12,26.4,-368.7268625,-371.0385436,-371.6854444,-395.7276641,-407.7562242,-401.1521911,-376.1804432,-374.320554,-374.3758173,-407.2045551,-409.2240549,-395.9848292
12,27.4,-403.0590169,-407.5708444,-405.2546932,-432.8529172,-447.4352915,-436.9121202,-411.8664395,-410.8126673,-415.8063946,-442.2166105,-445.6764628,-430.8831588
12,28.4,-439.784323,-444.0604598,-440.0994248,-466.4074846,-484.2525426,-474.9687422,-447.4430924,-446.8405863,-445.6215501,-479.3358596,-484.4792493,-469.6522438
12,29.4,-477.2408932,-477.3639538,-476.6691084,-509.0916761,-523.9420841,-508.5849714,-481.2328248,-480.963301,-479.3580351,-517.2044724,-525.7002993,-507.420322
6,30.5,-512.6605649,-514.5133983,-510.2294169,-553.503186,-562.4429163,-545.2141255,,,,,,